source,metric,occ_level,stem_group,stem_class,occ_code_raw,geo_country,geo_region,period,value,unit,snapshot,country,region,company,title,created
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"South Carolina, US",2026-07,8495,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Missouri, US",2026-07,8302,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Louisiana, US",2026-07,6055,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Oklahoma, US",2026-07,6005,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Utah, US",2026-07,5931,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Oregon, US",2026-07,5520,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Kentucky, US",2026-07,5408,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Iowa, US",2026-07,5086,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Kansas, US",2026-07,4993,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Connecticut, US",2026-07,4960,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Arkansas, US",2026-07,4313,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Idaho, US",2026-07,4129,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Nevada, US",2026-07,3751,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"New Mexico, US",2026-07,3625,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Mississippi, US",2026-07,3554,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"New Hampshire, US",2026-07,3268,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Nebraska, US",2026-07,3244,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Washington, D.C., US",2026-07,2310,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"West Virginia, US",2026-07,2075,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Montana, US",2026-07,1925,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Maine, US",2026-07,1916,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"North Dakota, US",2026-07,1860,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"South Dakota, US",2026-07,1804,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Hawaii, US",2026-07,1800,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Rhode Island, US",2026-07,1737,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Delaware, US",2026-07,1730,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Alaska, US",2026-07,1553,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Wyoming, US",2026-07,1466,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Vermont, US",2026-07,1370,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Puerto Rico, US",2026-07,862,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Guam, US",2026-07,326,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,ENG,core,ADZUNA:engineering-jobs,US,"Virgin Islands, US",2026-07,34,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"California, US",2026-07,8778,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Texas, US",2026-07,5115,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"New York, US",2026-07,3931,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Massachusetts, US",2026-07,3813,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Pennsylvania, US",2026-07,3606,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Illinois, US",2026-07,3484,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Florida, US",2026-07,2936,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"North Carolina, US",2026-07,2772,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Ohio, US",2026-07,2721,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Maryland, US",2026-07,2615,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"New Jersey, US",2026-07,2443,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Virginia, US",2026-07,2157,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Georgia, US",2026-07,2147,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Indiana, US",2026-07,2080,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Wisconsin, US",2026-07,2017,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Michigan, US",2026-07,1863,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Minnesota, US",2026-07,1843,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Washington, US",2026-07,1745,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Missouri, US",2026-07,1629,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Colorado, US",2026-07,1602,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Tennessee, US",2026-07,1419,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Arizona, US",2026-07,1352,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Iowa, US",2026-07,1277,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"South Carolina, US",2026-07,1180,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Alabama, US",2026-07,1165,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Kansas, US",2026-07,1113,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Louisiana, US",2026-07,1058,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Oklahoma, US",2026-07,1043,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Nebraska, US",2026-07,1006,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Utah, US",2026-07,941,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Kentucky, US",2026-07,940,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Oregon, US",2026-07,920,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Arkansas, US",2026-07,812,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"New Mexico, US",2026-07,720,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Connecticut, US",2026-07,719,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Mississippi, US",2026-07,719,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Idaho, US",2026-07,639,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Nevada, US",2026-07,572,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Washington, D.C., US",2026-07,550,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"West Virginia, US",2026-07,549,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"South Dakota, US",2026-07,548,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"North Dakota, US",2026-07,511,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Hawaii, US",2026-07,427,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"New Hampshire, US",2026-07,426,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Montana, US",2026-07,422,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Delaware, US",2026-07,393,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Alaska, US",2026-07,382,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Maine, US",2026-07,382,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Wyoming, US",2026-07,328,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Rhode Island, US",2026-07,308,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Vermont, US",2026-07,264,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Puerto Rico, US",2026-07,260,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Guam, US",2026-07,82,count,2026-07-10T22:47:28.528198+00:00,,,,,
adzuna,postings,occupation,SCI,core,ADZUNA:scientific-qa-jobs,US,"Virgin Islands, US",2026-07,7,count,2026-07-10T22:47:28.528198+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,,2026-Q3,1791,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,deb,2026-Q3,75,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,dea,2026-Q3,297,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,ded,2026-Q3,118,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,dec,2026-Q3,26,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,def,2026-Q3,49,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,dee,2026-Q3,75,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de-NS,2026-Q3,38,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,deg,2026-Q3,69,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de2,2026-Q3,326,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de1,2026-Q3,281,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de4,2026-Q3,55,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de3,2026-Q3,87,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de6,2026-Q3,81,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de5,2026-Q3,29,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de8,2026-Q3,41,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de7,2026-Q3,163,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DE,de9,2026-Q3,169,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,,2026-Q3,119,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no0b,2026-Q3,2,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no02,2026-Q3,5,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no0a,2026-Q3,26,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no06,2026-Q3,11,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no-NS,2026-Q3,1,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no09,2026-Q3,11,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no08,2026-Q3,54,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NO,no07,2026-Q3,12,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BE,,2026-Q3,107,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BE,be3,2026-Q3,3,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BE,be-NS,2026-Q3,2,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BE,be2,2026-Q3,93,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BE,be1,2026-Q3,9,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,,2026-Q3,24,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi198,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1dc,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1db,2026-Q3,1,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi200,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi199,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi-NS,2026-Q3,22,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1da,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi196,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1c6,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1d7,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1c5,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1d9,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1d8,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1c7,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1c2,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1b1,2026-Q3,2,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1c1,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi1d5,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi19b,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,FI,fi19a,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,,2026-Q3,1,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt1a,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt11,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt1b,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt1c,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt1d,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt30,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt-NS,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt20,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt19,2026-Q3,1,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,PT,pt15,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,bg-NS,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,bg34,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,bg32,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,bg33,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,bg41,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,bg42,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,BG,bg31,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,NS,,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DK,,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DK,dk05,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DK,dk04,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DK,dk03,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DK,dk-NS,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DK,dk02,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,DK,dk01,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,,2026-Q3,6,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt021,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt-NS,2026-Q3,6,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt029,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt028,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt027,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt026,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt025,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt024,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt023,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt022,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LT,lt011,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LU,,2026-Q3,24,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LU,lu-NS,2026-Q3,24,count,2026-07-10T22:49:10.656361+00:00,,,,,
eures,vacancies,occupation,SCI,core,ISCO_GRP:SCI,LU,lu0,2026-Q3,0,count,2026-07-10T22:49:10.656361+00:00,,,,,
