source,metric,occ_level,stem_group,stem_class,occ_code_raw,geo_country,geo_region,period,value,unit,snapshot,country,region,company,title,created
eurostat,employment,occupation,ICT,core,ISCO:25,EE,,2023,27.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,EE,,2024,28.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,EE,,2025,26.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,EL,,2023,42.3,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,EL,,2024,51.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,EL,,2025,59.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,ES,,2023,246.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,ES,,2024,273.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,ES,,2025,315.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,FI,,2023,110.1,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,FI,,2024,113.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,FI,,2025,110.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,FR,,2023,820.3,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,FR,,2024,875.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,FR,,2025,884.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,HR,,2023,31.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,HR,,2024,39.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,HR,,2025,37.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,HU,,2023,118.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,HU,,2024,126.2,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,HU,,2025,133.2,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IE,,2023,96.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IE,,2024,105.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IE,,2025,110.2,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IS,,2023,5.3,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IS,,2024,5.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IS,,2025,6.4,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IT,,2023,233.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IT,,2024,214.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,IT,,2025,188.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LT,,2023,47.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LT,,2024,53.1,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LT,,2025,58.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LU,,2023,16.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LU,,2024,18.3,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LU,,2025,18.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LV,,2023,23.1,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LV,,2024,27.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,LV,,2025,25.2,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,MK,,2023,13.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,MK,,2024,12.4,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,MK,,2025,13.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,MT,,2023,7.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,MT,,2024,9.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,MT,,2025,8.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,NL,,2023,452.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,NL,,2024,461.2,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,NL,,2025,476.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,NO,,2023,81.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,NO,,2024,88.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,NO,,2025,88.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,PL,,2023,436.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,PL,,2024,477.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,PL,,2025,517.1,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,PT,,2023,131.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,PT,,2024,149.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,PT,,2025,166.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,RO,,2023,94.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,RO,,2024,122.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,RO,,2025,115.4,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,RS,,2023,66.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,RS,,2024,69.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,RS,,2025,67.8,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SE,,2023,288.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SE,,2024,283.9,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SE,,2025,292.6,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SI,,2023,19.3,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SI,,2024,22.4,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SI,,2025,25.1,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SK,,2023,57.1,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SK,,2024,66.0,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,SK,,2025,62.7,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,TR,,2023,170.1,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,TR,,2024,189.4,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
eurostat,employment,occupation,ICT,core,ISCO:25,TR,,2025,188.5,thousands,2026-07-10T22:48:49.814456+00:00,,,,,
bls,employment,occupation,ICT,core,SOC:15-0000,US,AK,2025-Q2,5500.0,persons,2026-07-09T21:38:03.101671+00:00,,,,,
bls,employment,occupation,ENG,core,SOC:17-0000,US,AK,2025-Q2,6490.0,persons,2026-07-09T21:38:03.101671+00:00,,,,,
bls,employment,occupation,SCI,core,SOC:19-0000,US,AK,2025-Q2,6930.0,persons,2026-07-09T21:38:03.101671+00:00,,,,,
